index,cleaned_text,kmeans_k2,kmeans_k3,kmeans_k4,kmeans_k5,kmeans_k6,kmeans_k7
1734,"count ways to make array with product you are given a 2d integer array, `queries`. for each `queries[i]`, where `queries[i] = [ni, ki]`, find the number of different ways you can place positive integers into an array of size `ni` such that the product of the integers is `ki`. as the number of ways may be too large, the answer to the `ith` query is the number of ways modulo `109 + 7`. return an integer array `answer` where `answer.length == queries.length`, and `answer[i]` is the answer to the `ith` query. example 1: input: queries = [[2,6],[5,1],[73,660]] output: [4,1,50734910] explanation: each query is independent. [2,6]: there are 4 ways to fill an array of size 2 that multiply to 6: [1,6], [2,3], [3,2], [6,1]. [5,1]: there is 1 way to fill an array of size 5 that multiply to 1: [1,1,1,1,1]. [73,660]: there are 1050734917 ways to fill an array of size 73 that multiply to 660. 1050734917 modulo 109 + 7 = 50734910. example 2: input: queries = [[1,1],[2,2],[3,3],[4,4],[5,5]] output: [1,2,3,10,5] constraints: `1 <= queries.length <= 104 ` `1 <= ni, ki <= 104` topics: math",1,1,3,4,3,3
1735,"latest time by replacing hidden digits you are given a string `time` in the form of ` hh:mm`, where some of the digits in the string are hidden (represented by `?`). the valid times are those inclusively between `00:00` and `23:59`. return the latest valid time you can get from `time` by replacing the hidden digits. example 1: input: time = ""2?:?0"" output: ""23:50"" explanation: the latest hour beginning with the digit '2' is 23 and the latest minute ending with the digit '0' is 50. example 2: input: time = ""0?:3?"" output: ""09:39"" example 3: input: time = ""1?:22"" output: ""19:22"" constraints: `time` is in the format `hh:mm`. it is guaranteed that you can produce a valid time from the given string. topics: string,greedy",1,2,0,2,5,2
1736,"change minimum characters to satisfy one of three conditions you are given two strings `a` and `b` that consist of lowercase letters. in one operation, you can change any character in `a` or `b` to any lowercase letter. your goal is to satisfy one of the following three conditions: every letter in `a` is strictly less than every letter in `b` in the alphabet. every letter in `b` is strictly less than every letter in `a` in the alphabet. both `a` and `b` consist of only one distinct letter. return the minimum number of operations needed to achieve your goal. example 1: input: a = ""aba"", b = ""caa"" output: 2 explanation: consider the best way to make each condition true: 1) change b to ""ccc"" in 2 operations, then every letter in a is less than every letter in b. 2) change a to ""bbb"" and b to ""aaa"" in 3 operations, then every letter in b is less than every letter in a. 3) change a to ""aaa"" and b to ""aaa"" in 2 operations, then a and b consist of one distinct letter. the best way was done in 2 operations (either condition 1 or condition 3). example 2: input: a = ""dabadd"", b = ""cda"" output: 3 explanation: the best way is to make condition 1 true by changing b to ""eee"". constraints: `1 <= a.length, b.length <= 105` `a` and `b` consist only of lowercase letters. topics: string,greedy",1,2,0,2,0,4
1737,"find kth largest xor coordinate value you are given a 2d `matrix` of size `m x n`, consisting of non-negative integers. you are also given an integer `k`. the value of coordinate `(a, b)` of the matrix is the xor of all `matrix[i][j]` where `0 <= i <= a < m` and `0 <= j <= b < n` (0-indexed). find the `kth` largest value (1-indexed) of all the coordinates of `matrix`. example 1: input: matrix = [[5,2],[1,6]], k = 1 output: 7 explanation: the value of coordinate (0,1) is 5 xor 2 = 7, which is the largest value. example 2: input: matrix = [[5,2],[1,6]], k = 2 output: 5 explanation: the value of coordinate (0,0) is 5 = 5, which is the 2nd largest value. example 3: input: matrix = [[5,2],[1,6]], k = 3 output: 4 explanation: the value of coordinate (1,0) is 5 xor 1 = 4, which is the 3rd largest value. example 4: input: matrix = [[5,2],[1,6]], k = 4 output: 0 explanation: the value of coordinate (1,1) is 5 xor 2 xor 1 xor 6 = 0, which is the 4th largest value. constraints: `m == matrix.length` `n == matrix[i].length` `1 <= m, n <= 1000` `0 <= matrix[i][j] <= 106` `1 <= k <= m * n` topics: array",1,1,3,1,3,6
1738,"building boxes you have a cubic storeroom where the width, length, and height of the room are all equal to `n` units. you are asked to place `n` boxes in this room where each box is a cube of unit side length. there are however some rules to placing the boxes: you can place the boxes anywhere on the floor. if box `x` is placed on top of the box `y`, then each side of the four vertical sides of the box `y` must either be adjacent to another box or to a wall. given an integer `n`, return the minimum possible number of boxes touching the floor. example 1: input: n = 3 output: 3 explanation: the figure above is for the placement of the three boxes. these boxes are placed in the corner of the room, where the corner is on the left side. example 2: input: n = 4 output: 3 explanation: the figure above is for the placement of the four boxes. these boxes are placed in the corner of the room, where the corner is on the left side. example 3: input: n = 10 output: 6 explanation: the figure above is for the placement of the ten boxes. these boxes are placed in the corner of the room, where the corner is on the back side. constraints: `1 <= n <= 109` topics: math,binary search",1,1,3,1,4,6
1739,"find distance in a binary tree given the root of a binary tree and two integers `p` and `q`, return the distance between the nodes of value `p` and value `q` in the tree. the distance between two nodes is the number of edges on the path from one to the other. example 1: input: root = [3,5,1,6,2,0,8,null,null,7,4], p = 5, q = 0 output: 3 explanation: there are 3 edges between 5 and 0: 5-3-1-0. example 2: input: root = [3,5,1,6,2,0,8,null,null,7,4], p = 5, q = 7 output: 2 explanation: there are 2 edges between 5 and 7: 5-2-7. example 3: input: root = [3,5,1,6,2,0,8,null,null,7,4], p = 5, q = 5 output: 0 explanation: the distance between a node and itself is 0. constraints: the number of nodes in the tree is in the range `[1, 104]`. `0 <= node.val <= 109` all `node.val` are unique. `p` and `q` are values in the tree. topics: tree,depth-first search,breadth-first search",1,1,1,3,1,0
1740,find total time spent by each employee sql schema topics: nan,0,0,2,0,2,1
1741,"maximum number of balls in a box you are working in a ball factory where you have `n` balls numbered from `lowlimit` up to `highlimit` inclusive (i.e., `n == highlimit - lowlimit + 1`), and an infinite number of boxes numbered from `1` to `infinity`. your job at this factory is to put each ball in the box with a number equal to the sum of digits of the ball's number. for example, the ball number `321` will be put in the box number `3 + 2 + 1 = 6` and the ball number `10` will be put in the box number `1 + 0 = 1`. given two integers `lowlimit` and `highlimit`, return the number of balls in the box with the most balls. example 1: input: lowlimit = 1, highlimit = 10 output: 2 explanation: box number: 1 2 3 4 5 6 7 8 9 10 11 ... ball count: 2 1 1 1 1 1 1 1 1 0 0 ... box 1 has the most number of balls with 2 balls. example 2: input: lowlimit = 5, highlimit = 15 output: 2 explanation: box number: 1 2 3 4 5 6 7 8 9 10 11 ... ball count: 1 1 1 1 2 2 1 1 1 0 0 ... boxes 5 and 6 have the most number of balls with 2 balls in each. example 3: input: lowlimit = 19, highlimit = 28 output: 2 explanation: box number: 1 2 3 4 5 6 7 8 9 10 11 12 ... ball count: 0 1 1 1 1 1 1 1 1 2 0 0 ... box 10 has the most number of balls with 2 balls. constraints: `1 <= lowlimit <= highlimit <= 105` topics: array",1,1,3,4,4,5
1742,"restore the array from adjacent pairs there is an integer array `nums` that consists of `n` unique elements, but you have forgotten it. however, you do remember every pair of adjacent elements in `nums`. you are given a 2d integer array `adjacentpairs` of size `n - 1` where each `adjacentpairs[i] = [ui, vi]` indicates that the elements `ui` and `vi` are adjacent in `nums`. it is guaranteed that every adjacent pair of elements `nums[i]` and `nums[i+1]` will exist in `adjacentpairs`, either as `[nums[i], nums[i+1]]` or `[nums[i+1], nums[i]]`. the pairs can appear in any order. return the original array `nums`. if there are multiple solutions, return any of them. example 1: input: adjacentpairs = [[2,1],[3,4],[3,2]] output: [1,2,3,4] explanation: this array has all its adjacent pairs in adjacentpairs. notice that adjacentpairs[i] may not be in left-to-right order. example 2: input: adjacentpairs = [[4,-2],[1,4],[-3,1]] output: [-2,4,1,-3] explanation: there can be negative numbers. another solution is [-3,1,4,-2], which would also be accepted. example 3: input: adjacentpairs = [[100000,-100000]] output: [100000,-100000] constraints: `nums.length == n` `adjacentpairs.length == n - 1` `adjacentpairs[i].length == 2` `2 <= n <= 105` `-105 <= nums[i], ui, vi <= 105` there exists some `nums` that has `adjacentpairs` as its pairs. topics: greedy",1,1,3,4,3,3
1743,"can you eat your favorite candy on your favorite day? you are given a (0-indexed) array of positive integers `candiescount` where `candiescount[i]` represents the number of candies of the `ith` type you have. you are also given a 2d array `queries` where `queries[i] = [favoritetypei, favoritedayi, dailycapi]`. you play a game with the following rules: you start eating candies on day `0`. you cannot eat any candy of type `i` unless you have eaten all candies of type `i - 1`. you must eat at least one candy per day until you have eaten all the candies. construct a boolean array `answer` such that `answer.length == queries.length` and `answer[i]` is `true` if you can eat a candy of type `favoritetypei` on day `favoritedayi` without eating more than `dailycapi` candies on any day, and `false` otherwise. note that you can eat different types of candy on the same day, provided that you follow rule 2. return the constructed array `answer`. example 1: input: candiescount = [7,4,5,3,8], queries = [[0,2,2],[4,2,4],[2,13,1000000000]] output: [true,false,true] explanation: 1- if you eat 2 candies (type 0) on day 0 and 2 candies (type 0) on day 1, you will eat a candy of type 0 on day 2. 2- you can eat at most 4 candies each day. if you eat 4 candies every day, you will eat 4 candies (type 0) on day 0 and 4 candies (type 0 and type 1) on day 1. on day 2, you can only eat 4 candies (type 1 and type 2), so you cannot eat a candy of type 4 on day 2. 3- if you eat 1 candy each day, you will eat a candy of type 2 on day 13. example 2: input: candiescount = [5,2,6,4,1], queries = [[3,1,2],[4,10,3],[3,10,100],[4,100,30],[1,3,1]] output: [false,true,true,false,false] constraints: `1 <= candiescount.length <= 105` `1 <= candiescount[i] <= 105` `1 <= queries.length <= 105` `queries[i].length == 3` `0 <= favoritetypei < candiescount.length` `0 <= favoritedayi <= 109` `1 <= dailycapi <= 109` topics: math",1,1,3,1,4,5
1744,"palindrome partitioning iv given a string `s`, return `true` if it is possible to split the string `s` into three non-empty palindromic substrings. otherwise, return `false`.​​​​​ a string is said to be palindrome if it the same string when reversed. example 1: input: s = ""abcbdd"" output: true explanation: ""abcbdd"" = ""a"" + ""bcb"" + ""dd"", and all three substrings are palindromes. example 2: input: s = ""bcbddxy"" output: false explanation: s cannot be split into 3 palindromes. constraints: `3 <= s.length <= 2000` `s`​​​​​​ consists only of lowercase english letters. topics: string,dynamic programming",1,2,0,2,0,4
1745,"maximum subarray sum after one operation you are given an integer array `nums`. you must perform exactly one operation where you can replace one element `nums[i]` with `nums[i] * nums[i]`. return the maximum possible subarray sum after exactly one operation. the subarray must be non-empty. example 1: input: nums = [2,-1,-4,-3] output: 17 explanation: you can perform the operation on index 2 (0-indexed) to make nums = [2,-1,16,-3]. now, the maximum subarray sum is 2 + -1 + 16 = 17. example 2: input: nums = [1,-1,1,1,-1,-1,1] output: 4 explanation: you can perform the operation on index 1 (0-indexed) to make nums = [1,1,1,1,-1,-1,1]. now, the maximum subarray sum is 1 + 1 + 1 + 1 = 4. constraints: `1 <= nums.length <= 105` `-104 <= nums[i] <= 104` topics: dynamic programming",1,1,3,4,3,3
1746,leetflex banned accounts sql schema topics: nan,0,0,2,0,2,1
1747,"sum of unique elements you are given an integer array `nums`. the unique elements of an array are the elements that appear exactly once in the array. return the sum of all the unique elements of `nums`. example 1: input: nums = [1,2,3,2] output: 4 explanation: the unique elements are [1,3], and the sum is 4. example 2: input: nums = [1,1,1,1,1] output: 0 explanation: there are no unique elements, and the sum is 0. example 3: input: nums = [1,2,3,4,5] output: 15 explanation: the unique elements are [1,2,3,4,5], and the sum is 15. constraints: `1 <= nums.length <= 100` `1 <= nums[i] <= 100` topics: array,hash table",1,1,3,4,3,3
1748,"maximum absolute sum of any subarray you are given an integer array `nums`. the absolute sum of a subarray `[numsl, numsl+1, ..., numsr-1, numsr]` is `abs(numsl + numsl+1 + ... + numsr-1 + numsr)`. return the maximum absolute sum of any (possibly empty) subarray of `nums`. note that `abs(x)` is defined as follows: if `x` is a negative integer, then `abs(x) = -x`. if `x` is a non-negative integer, then `abs(x) = x`. example 1: input: nums = [1,-3,2,3,-4] output: 5 explanation: the subarray [2,3] has absolute sum = abs(2+3) = abs(5) = 5. example 2: input: nums = [2,-5,1,-4,3,-2] output: 8 explanation: the subarray [-5,1,-4] has absolute sum = abs(-5+1-4) = abs(-8) = 8. constraints: `1 <= nums.length <= 105` `-104 <= nums[i] <= 104` topics: nan",1,1,3,4,3,3
1749,"minimum length of string after deleting similar ends given a string `s` consisting only of characters `'a'`, `'b'`, and `'c'`. you are asked to apply the following algorithm on the string any number of times: pick a non-empty prefix from the string `s` where all the characters in the prefix are equal. pick a non-empty suffix from the string `s` where all the characters in this suffix are equal. the prefix and the suffix should not intersect at any index. the characters from the prefix and suffix must be the same. delete both the prefix and the suffix. return the minimum length of `s` after performing the above operation any number of times (possibly zero times). example 1: input: s = ""ca"" output: 2 explanation: you can't remove any characters, so the string stays as is. example 2: input: s = ""cabaabac"" output: 0 explanation: an optimal sequence of operations is: - take prefix = ""c"" and suffix = ""c"" and remove them, s = ""abaaba"". - take prefix = ""a"" and suffix = ""a"" and remove them, s = ""baab"". - take prefix = ""b"" and suffix = ""b"" and remove them, s = ""aa"". - take prefix = ""a"" and suffix = ""a"" and remove them, s = """". example 3: input: s = ""aabccabba"" output: 3 explanation: an optimal sequence of operations is: - take prefix = ""aa"" and suffix = ""a"" and remove them, s = ""bccabb"". - take prefix = ""b"" and suffix = ""bb"" and remove them, s = ""cca"". constraints: `1 <= s.length <= 105` `s` only consists of characters `'a'`, `'b'`, and `'c'`. topics: two pointers",1,2,0,2,0,4
1750,"maximum number of events that can be attended ii you are given an array of `events` where `events[i] = [startdayi, enddayi, valuei]`. the `ith` event starts at `startdayi` and ends at `enddayi`, and if you attend this event, you will receive a value of `valuei`. you are also given an integer `k` which represents the maximum number of events you can attend. you can only attend one event at a time. if you choose to attend an event, you must attend the entire event. note that the end day is inclusive: that is, you cannot attend two events where one of them starts and the other ends on the same day. return the maximum sum of values that you can receive by attending events. example 1: input: events = [[1,2,4],[3,4,3],[2,3,1]], k = 2 output: 7 explanation: choose the green events, 0 and 1 (0-indexed) for a total value of 4 + 3 = 7. example 2: input: events = [[1,2,4],[3,4,3],[2,3,10]], k = 2 output: 10 explanation: choose event 2 for a total value of 10. notice that you cannot attend any other event as they overlap, and that you do not have to attend k events. example 3: input: events = [[1,1,1],[2,2,2],[3,3,3],[4,4,4]], k = 3 output: 9 explanation: although the events do not overlap, you can only attend 3 events. pick the highest valued three. constraints: `1 <= k <= events.length` `1 <= k * events.length <= 106` `1 <= startdayi <= enddayi <= 109` `1 <= valuei <= 106` topics: binary search,dynamic programming",1,1,3,1,4,5
1751,"check if array is sorted and rotated given an array `nums`, return `true` if the array was originally sorted in non-decreasing order, then rotated some number of positions (including zero). otherwise, return `false`. there may be duplicates in the original array. note: an array `a` rotated by `x` positions results in an array `b` of the same length such that `a[i] == b[(i+x) % a.length]`, where `%` is the modulo operation. example 1: input: nums = [3,4,5,1,2] output: true explanation: [1,2,3,4,5] is the original sorted array. you can rotate the array by x = 3 positions to begin on the the element of value 3: [3,4,5,1,2]. example 2: input: nums = [2,1,3,4] output: false explanation: there is no sorted array once rotated that can make nums. example 3: input: nums = [1,2,3] output: true explanation: [1,2,3] is the original sorted array. you can rotate the array by x = 0 positions (i.e. no rotation) to make nums. example 4: input: nums = [1,1,1] output: true explanation: [1,1,1] is the original sorted array. you can rotate any number of positions to make nums. example 5: input: nums = [2,1] output: true explanation: [1,2] is the original sorted array. you can rotate the array by x = 5 positions to begin on the element of value 2: [2,1]. constraints: `1 <= nums.length <= 100` `1 <= nums[i] <= 100` topics: array",1,1,3,4,3,3
1752,"maximum score from removing stones you are playing a solitaire game with three piles of stones of sizes `a`​​​​​​, `b`,​​​​​​ and `c`​​​​​​ respectively. each turn you choose two different non-empty piles, take one stone from each, and add `1` point to your score. the game stops when there are fewer than two non-empty piles (meaning there are no more available moves). given three integers `a`​​​​​, `b`,​​​​​ and `c`​​​​​, return the maximum score you can get. example 1: input: a = 2, b = 4, c = 6 output: 6 explanation: the starting state is (2, 4, 6). one optimal set of moves is: - take from 1st and 3rd piles, state is now (1, 4, 5) - take from 1st and 3rd piles, state is now (0, 4, 4) - take from 2nd and 3rd piles, state is now (0, 3, 3) - take from 2nd and 3rd piles, state is now (0, 2, 2) - take from 2nd and 3rd piles, state is now (0, 1, 1) - take from 2nd and 3rd piles, state is now (0, 0, 0) there are fewer than two non-empty piles, so the game ends. total: 6 points. example 2: input: a = 4, b = 4, c = 6 output: 7 explanation: the starting state is (4, 4, 6). one optimal set of moves is: - take from 1st and 2nd piles, state is now (3, 3, 6) - take from 1st and 3rd piles, state is now (2, 3, 5) - take from 1st and 3rd piles, state is now (1, 3, 4) - take from 1st and 3rd piles, state is now (0, 3, 3) - take from 2nd and 3rd piles, state is now (0, 2, 2) - take from 2nd and 3rd piles, state is now (0, 1, 1) - take from 2nd and 3rd piles, state is now (0, 0, 0) there are fewer than two non-empty piles, so the game ends. total: 7 points. example 3: input: a = 1, b = 8, c = 8 output: 8 explanation: one optimal set of moves is to take from the 2nd and 3rd piles for 8 turns until they are empty. after that, there are fewer than two non-empty piles, so the game ends. constraints: `1 <= a, b, c <= 105` topics: math,heap",1,1,3,1,4,5
1753,"largest merge of two strings you are given two strings `word1` and `word2`. you want to construct a string `merge` in the following way: while either `word1` or `word2` are non-empty, choose one of the following options: if `word1` is non-empty, append the first character in `word1` to `merge` and delete it from `word1`. for example, if `word1 = ""abc"" `and `merge = ""dv""`, then after choosing this operation, `word1 = ""bc""` and `merge = ""dva""`. if `word2` is non-empty, append the first character in `word2` to `merge` and delete it from `word2`. for example, if `word2 = ""abc"" `and `merge = """"`, then after choosing this operation, `word2 = ""bc""` and `merge = ""a""`. return the lexicographically largest `merge` you can construct. a string `a` is lexicographically larger than a string `b` (of the same length) if in the first position where `a` and `b` differ, `a` has a character strictly larger than the corresponding character in `b`. for example, `""abcd""` is lexicographically larger than `""abcc""` because the first position they differ is at the fourth character, and `d` is greater than `c`. example 1: input: word1 = ""cabaa"", word2 = ""bcaaa"" output: ""cbcabaaaaa"" explanation: one way to get the lexicographically largest merge is: - take from word1: merge = ""c"", word1 = ""abaa"", word2 = ""bcaaa"" - take from word2: merge = ""cb"", word1 = ""abaa"", word2 = ""caaa"" - take from word2: merge = ""cbc"", word1 = ""abaa"", word2 = ""aaa"" - take from word1: merge = ""cbca"", word1 = ""baa"", word2 = ""aaa"" - take from word1: merge = ""cbcab"", word1 = ""aa"", word2 = ""aaa"" - append the remaining 5 a's from word1 and word2 at the end of merge. example 2: input: word1 = ""abcabc"", word2 = ""abdcaba"" output: ""abdcabcabcaba"" constraints: `1 <= word1.length, word2.length <= 3000` `word1` and `word2` consist only of lowercase english letters. topics: greedy,suffix array",1,2,0,2,0,4
1754,"closest subsequence sum you are given an integer array `nums` and an integer `goal`. you want to choose a subsequence of `nums` such that the sum of its elements is the closest possible to `goal`. that is, if the sum of the subsequence's elements is `sum`, then you want to minimize the absolute difference `abs(sum - goal)`. return the minimum possible value of `abs(sum - goal)`. note that a subsequence of an array is an array formed by removing some elements (possibly all or none) of the original array. example 1: input: nums = [5,-7,3,5], goal = 6 output: 0 explanation: choose the whole array as a subsequence, with a sum of 6. this is equal to the goal, so the absolute difference is 0. example 2: input: nums = [7,-9,15,-2], goal = -5 output: 1 explanation: choose the subsequence [7,-9,-2], with a sum of -4. the absolute difference is abs(-4 - (-5)) = abs(1) = 1, which is the minimum. example 3: input: nums = [1,2,3], goal = -7 output: 7 constraints: `1 <= nums.length <= 40` `-107 <= nums[i] <= 107` `-109 <= goal <= 109` topics: divide and conquer,meet in the middle",1,1,3,4,3,3
1755,"design most recently used queue design a queue-like data structure that moves the most recently used element to the end of the queue. implement the `mruqueue` class: `mruqueue(int n)` constructs the `mruqueue` with `n` elements: `[1,2,3,...,n]`. `fetch(int k)` moves the `kth` element (1-indexed) to the end of the queue and returns it. example 1: input: [""mruqueue"", ""fetch"", ""fetch"", ""fetch"", ""fetch""] [[8], [3], [5], [2], [8]] output: [null, 3, 6, 2, 2] explanation: mruqueue mruqueue = new mruqueue(8); // initializes the queue to [1,2,3,4,5,6,7,8]. mruqueue.fetch(3); // moves the 3rd element (3) to the end of the queue to become [1,2,4,5,6,7,8,3] and returns it. mruqueue.fetch(5); // moves the 5th element (6) to the end of the queue to become [1,2,4,5,7,8,3,6] and returns it. mruqueue.fetch(2); // moves the 2nd element (2) to the end of the queue to become [1,4,5,7,8,3,6,2] and returns it. mruqueue.fetch(8); // the 8th element (2) is already at the end of the queue so just return it. constraints: `1 <= n <= 2000` `1 <= k <= n` at most `2000` calls will be made to `fetch`. follow up: finding an `o(n)` algorithm per `fetch` is a bit easy. can you find an algorithm with a better complexity for each `fetch` call? topics: array,design,dequeue",1,1,3,1,4,5
1756,recyclable and low fat products sql schema topics: nan,0,0,2,0,2,1
1757,"minimum changes to make alternating binary string you are given a string `s` consisting only of the characters `'0'` and `'1'`. in one operation, you can change any `'0'` to `'1'` or vice versa. the string is called alternating if no two adjacent characters are equal. for example, the string `""010""` is alternating, while the string `""0100""` is not. return the minimum number of operations needed to make `s` alternating. example 1: input: s = ""0100"" output: 1 explanation: if you change the last character to '1', s will be ""0101"", which is alternating. example 2: input: s = ""10"" output: 0 explanation: s is already alternating. example 3: input: s = ""1111"" output: 2 explanation: you need two operations to reach ""0101"" or ""1010"". constraints: `1 <= s.length <= 104` `s[i]` is either `'0'` or `'1'`. topics: array,greedy",1,2,0,2,5,2
1758,"count number of homogenous substrings given a string `s`, return the number of homogenous substrings of `s`. since the answer may be too large, return it modulo `109 + 7`. a string is homogenous if all the characters of the string are the same. a substring is a contiguous sequence of characters within a string. example 1: input: s = ""abbcccaa"" output: 13 explanation: the homogenous substrings are listed as below: ""a"" appears 3 times. ""aa"" appears 1 time. ""b"" appears 2 times. ""bb"" appears 1 time. ""c"" appears 3 times. ""cc"" appears 2 times. ""ccc"" appears 1 time. 3 + 1 + 2 + 1 + 3 + 2 + 1 = 13. example 2: input: s = ""xy"" output: 2 explanation: the homogenous substrings are ""x"" and ""y"". example 3: input: s = ""zzzzz"" output: 15 constraints: `1 <= s.length <= 105` `s` consists of lowercase letters. topics: string,greedy",1,2,0,2,0,4
1759,"minimum limit of balls in a bag you are given an integer array `nums` where the `ith` bag contains `nums[i]` balls. you are also given an integer `maxoperations`. you can perform the following operation at most `maxoperations` times: take any bag of balls and divide it into two new bags with a positive number of balls. for example, a bag of `5` balls can become two new bags of `1` and `4` balls, or two new bags of `2` and `3` balls. your penalty is the maximum number of balls in a bag. you want to minimize your penalty after the operations. return the minimum possible penalty after performing the operations. example 1: input: nums = [9], maxoperations = 2 output: 3 explanation: - divide the bag with 9 balls into two bags of sizes 6 and 3. [9] -> [6,3]. - divide the bag with 6 balls into two bags of sizes 3 and 3. [6,3] -> [3,3,3]. the bag with the most number of balls has 3 balls, so your penalty is 3 and you should return 3. example 2: input: nums = [2,4,8,2], maxoperations = 4 output: 2 explanation: - divide the bag with 8 balls into two bags of sizes 4 and 4. [2,4,8,2] -> [2,4,4,4,2]. - divide the bag with 4 balls into two bags of sizes 2 and 2. [2,4,4,4,2] -> [2,2,2,4,4,2]. - divide the bag with 4 balls into two bags of sizes 2 and 2. [2,2,2,4,4,2] -> [2,2,2,2,2,4,2]. - divide the bag with 4 balls into two bags of sizes 2 and 2. [2,2,2,2,2,4,2] -> [2,2,2,2,2,2,2,2]. the bag with the most number of balls has 2 balls, so your penalty is 2 an you should return 2. example 3: input: nums = [7,17], maxoperations = 2 output: 7 constraints: `1 <= nums.length <= 105` `1 <= maxoperations, nums[i] <= 109` topics: binary search,heap",1,1,3,4,3,3
1760,"minimum degree of a connected trio in a graph you are given an undirected graph. you are given an integer `n` which is the number of nodes in the graph and an array `edges`, where each `edges[i] = [ui, vi]` indicates that there is an undirected edge between `ui` and `vi`. a connected trio is a set of three nodes where there is an edge between every pair of them. the degree of a connected trio is the number of edges where one endpoint is in the trio, and the other is not. return the minimum degree of a connected trio in the graph, or `-1` if the graph has no connected trios. example 1: input: n = 6, edges = [[1,2],[1,3],[3,2],[4,1],[5,2],[3,6]] output: 3 explanation: there is exactly one trio, which is [1,2,3]. the edges that form its degree are bolded in the figure above. example 2: input: n = 7, edges = [[1,3],[4,1],[4,3],[2,5],[5,6],[6,7],[7,5],[2,6]] output: 0 explanation: there are exactly three trios: 1) [1,4,3] with degree 0. 2) [2,5,6] with degree 2. 3) [5,6,7] with degree 2. constraints: `2 <= n <= 400` `edges[i].length == 2` `1 <= edges.length <= n * (n-1) / 2` `1 <= ui, vi <= n` `ui != vi` there are no repeated edges. topics: graph",1,1,3,1,4,6
1761,"buildings with an ocean view there are `n` buildings in a line. you are given an integer array `heights` of size `n` that represents the heights of the buildings in the line. the ocean is to the right of the buildings. a building has an ocean view if the building can see the ocean without obstructions. formally, a building has an ocean view if all the buildings to its right have a smaller height. return a list of indices (0-indexed) of buildings that have an ocean view, sorted in increasing order. example 1: input: heights = [4,2,3,1] output: [0,2,3] explanation: building 1 (0-indexed) does not have an ocean view because building 2 is taller. example 2: input: heights = [4,3,2,1] output: [0,1,2,3] explanation: all the buildings have an ocean view. example 3: input: heights = [1,3,2,4] output: [3] explanation: only building 3 has an ocean view. example 4: input: heights = [2,2,2,2] output: [3] explanation: buildings cannot see the ocean if there are buildings of the same height to its right. constraints: `1 <= heights.length <= 105` `1 <= heights[i] <= 109` topics: greedy",1,1,3,1,4,6
1762,"longest nice substring a string `s` is nice if, for every letter of the alphabet that `s` contains, it appears both in uppercase and lowercase. for example, `""ababb""` is nice because `'a'` and `'a'` appear, and `'b'` and `'b'` appear. however, `""aba""` is not because `'b'` appears, but `'b'` does not. given a string `s`, return the longest substring of `s` that is nice. if there are multiple, return the substring of the earliest occurrence. if there are none, return an empty string. example 1: input: s = ""yazaaay"" output: ""aaa"" explanation: ""aaa"" is a nice string because 'a/a' is the only letter of the alphabet in s, and both 'a' and 'a' appear. ""aaa"" is the longest nice substring. example 2: input: s = ""bb"" output: ""bb"" explanation: ""bb"" is a nice string because both 'b' and 'b' appear. the whole string is a substring. example 3: input: s = ""c"" output: """" explanation: there are no nice substrings. example 4: input: s = ""ddzee"" output: ""dd"" explanation: both ""dd"" and ""ee"" are the longest nice substrings. as there are multiple longest nice substrings, return ""dd"" since it occurs earlier. constraints: `1 <= s.length <= 100` `s` consists of uppercase and lowercase english letters. topics: string",1,2,0,2,0,4
1763,"form array by concatenating subarrays of another array you are given a 2d integer array `groups` of length `n`. you are also given an integer array `nums`. you are asked if you can choose `n` disjoint subarrays from the array `nums` such that the `ith` subarray is equal to `groups[i]` (0-indexed), and if `i > 0`, the `(i-1)th` subarray appears before the `ith` subarray in `nums` (i.e. the subarrays must be in the same order as `groups`). return `true` if you can do this task, and `false` otherwise. note that the subarrays are disjoint if and only if there is no index `k` such that `nums[k]` belongs to more than one subarray. a subarray is a contiguous sequence of elements within an array. example 1: input: groups = [[1,-1,-1],[3,-2,0]], nums = [1,-1,0,1,-1,-1,3,-2,0] output: true explanation: you can choose the 0th subarray as [1,-1,0,1,-1,-1,3,-2,0] and the 1st one as [1,-1,0,1,-1,-1,3,-2,0]. these subarrays are disjoint as they share no common nums[k] element. example 2: input: groups = [[10,-2],[1,2,3,4]], nums = [1,2,3,4,10,-2] output: false explanation: note that choosing the subarrays [1,2,3,4,10,-2] and [1,2,3,4,10,-2] is incorrect because they are not in the same order as in groups. [10,-2] must come before [1,2,3,4]. example 3: input: groups = [[1,2,3],[3,4]], nums = [7,7,1,2,3,4,7,7] output: false explanation: note that choosing the subarrays [7,7,1,2,3,4,7,7] and [7,7,1,2,3,4,7,7] is invalid because they are not disjoint. they share a common elements nums[4] (0-indexed). constraints: `groups.length == n` `1 <= n <= 103` `1 <= groups[i].length, sum(groups[i].length) <= 103` `1 <= nums.length <= 103` `-107 <= groups[i][j], nums[k] <= 107` topics: array,greedy",1,1,3,4,3,3
